hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
89,8.63,33.66,0.0,3.41,0.0,0.0,0.0,0.0,18.72,-0.0,-0.0,-0.0,0.75,0.0,6146.17,7.84,0.0,0.0,64.43
90,8.63,33.64,0.0,3.76,0.0,0.0,0.0,0.0,19.75,-0.0,-0.0,-0.0,0.75,0.0,6104.56,0.0,0.0,7.85,65.77
91,8.42,31.6,0.0,3.98,13.0,0.0,0.0,0.0,13.54,-0.0,-0.0,-0.0,0.75,0.0,6060.68,7.91,0.0,0.0,70.53
92,8.18,29.36,0.0,3.78,13.0,0.0,0.0,0.0,10.51,-0.0,-0.0,-0.0,0.75,0.0,6030.58,0.0,7.84,0.0,64.83
93,7.82,26.02,0.0,3.36,0.0,0.0,0.68,0.0,23.62,-0.0,-0.0,-0.0,0.75,0.0,6007.23,7.81,0.0,0.0,61.5
94,7.47,23.28,0.0,3.05,0.0,0.0,0.0,0.0,22.58,-0.0,-0.0,-0.0,0.0,0.0,5954.75,0.0,0.0,7.75,56.37
95,7.11,21.45,0.0,2.94,13.0,0.0,0.0,0.0,8.52,-0.0,-0.0,-0.0,0.0,0.0,5904.58,0.0,7.71,0.0,53.02
96,6.72,21.1,0.0,2.86,13.0,0.0,0.0,0.0,9.09,-0.0,-0.0,-0.0,0.0,0.0,5885.65,0.0,7.71,0.0,52.75
97,6.49,21.29,0.0,2.69,0.0,0.0,0.0,0.0,23.87,-0.0,-0.0,-0.0,0.0,0.0,5865.46,0.0,7.73,0.0,54.34
98,6.42,22.17,0.0,2.54,0.0,0.0,0.0,0.0,20.83,-0.0,-0.0,-0.0,0.0,0.0,5812.41,0.0,7.7,0.0,51.95
99,6.39,22.1,0.0,2.41,0.0,0.0,0.0,0.0,19.64,-0.0,-0.0,-0.0,0.0,0.0,5766.12,0.0,0.0,7.69,50.55
100,6.46,22.5,0.0,2.36,0.0,0.0,0.0,0.0,21.55,-0.0,-0.0,-0.0,0.0,0.0,5722.47,0.0,7.71,0.0,52.87
101,6.53,22.53,0.0,2.36,0.0,0.0,0.0,0.0,20.0,-0.0,-0.0,-0.0,0.0,0.0,5674.58,0.0,7.69,0.0,51.42
102,6.61,22.5,0.0,2.57,0.0,0.0,0.0,0.0,21.62,-0.0,-0.0,-0.0,0.0,0.0,5630.14,7.72,0.0,0.0,53.3
103,6.78,22.42,1.47,2.99,0.0,0.0,0.0,0.0,21.27,-0.0,-0.0,-0.0,0.0,0.0,5582.1,0.0,7.73,0.0,54.92
104,6.87,21.47,13.61,3.41,0.0,0.0,0.0,0.0,17.38,-0.0,-0.0,-0.0,0.0,0.0,5534.84,7.82,0.0,0.0,62.74
105,6.57,20.52,27.86,3.62,0.0,0.0,0.0,0.0,5.76,-0.0,-0.0,-0.0,0.0,0.0,5496.23,0.0,7.84,0.0,64.33
106,6.02,20.58,39.01,3.77,0.78,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,5483.43,7.9,0.0,0.0,70.16
107,5.29,19.73,45.53,3.75,0.0,0.0,0.0,0.0,0.0,-0.11,-0.0,-0.0,0.0,0.0,5483.43,7.95,0.0,0.0,74.18
108,4.5,17.68,43.95,3.63,0.0,0.0,0.1,0.0,5.85,-0.0,-0.0,-0.0,0.11,0.0,5483.43,0.0,7.96,0.0,75.7
109,4.12,15.66,36.08,3.37,0.0,0.0,0.0,0.0,12.35,-0.0,-0.0,-0.0,0.0,0.0,5470.43,0.0,0.0,7.92,71.58
110,4.09,14.29,23.29,3.19,0.0,0.0,0.0,0.0,24.26,-0.0,-0.0,-0.0,0.0,0.0,5442.99,0.0,0.0,7.89,69.12
111,4.55,16.76,8.31,2.98,1.7,32.93,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,5389.08,0.0,0.0,7.87,67.24
112,5.4,21.17,0.1,2.96,0.38,32.93,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,5389.08,7.82,0.0,0.0,62.94
113,6.18,22.92,0.0,3.16,0.0,0.0,0.0,0.0,29.09,-0.0,-0.0,-0.0,0.0,0.0,5389.08,0.0,7.8,0.0,61.35
114,6.72,22.91,0.0,3.71,13.0,0.0,0.0,0.0,16.59,-0.0,-0.0,-0.0,0.0,0.0,5324.45,7.82,0.0,0.0,62.92
115,6.68,21.84,0.0,4.18,0.0,0.0,0.0,0.0,32.74,-0.0,-0.0,-0.0,0.0,0.0,5287.59,0.0,0.0,7.85,65.45
116,6.33,20.45,0.0,3.97,13.0,0.0,0.0,0.0,23.07,-0.0,-0.0,-0.0,0.0,0.0,5214.84,7.86,0.0,0.0,66.82
117,5.94,19.02,0.0,3.6,0.53,32.93,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,5163.59,7.81,0.0,0.0,62.02
118,5.53,17.71,0.0,3.39,13.0,0.0,0.0,0.0,16.0,-0.0,-0.0,-0.0,0.0,0.0,5163.59,7.74,0.0,0.0,55.63
119,5.16,16.73,0.0,3.24,0.0,0.0,0.0,0.0,27.61,-0.0,-0.0,-0.0,0.0,0.0,5128.03,0.0,7.71,0.0,52.74
120,4.94,16.31,0.0,3.03,13.0,0.0,0.0,0.0,14.85,-0.0,-0.0,-0.0,0.0,0.0,5066.67,7.7,0.0,0.0,52.13
121,5.0,16.17,0.0,2.67,0.0,0.0,0.0,0.0,30.53,-0.0,-0.0,-0.0,0.0,0.0,5033.66,0.0,7.73,0.0,54.37
122,5.34,16.09,0.0,2.7,0.0,0.0,0.0,0.0,32.57,-0.0,-0.0,-0.0,0.0,0.0,4965.82,7.75,0.0,0.0,56.7
123,5.85,16.17,0.0,2.65,0.0,0.0,0.0,0.0,31.36,-0.0,-0.0,-0.0,0.0,0.0,4893.44,0.0,7.75,0.0,56.03
124,6.34,16.62,0.0,2.67,13.0,0.0,0.0,0.0,16.35,-0.0,-0.0,-0.0,0.0,0.0,4823.75,7.73,0.0,0.0,54.97
125,6.76,17.53,0.0,2.64,0.0,0.0,0.0,0.0,25.89,-0.0,-0.0,-0.0,0.0,0.0,4787.42,0.0,0.0,7.71,52.82
126,7.12,18.87,0.0,2.79,0.0,0.0,0.0,0.0,22.9,-0.0,-0.0,-0.0,0.0,0.0,4729.89,0.0,7.7,0.0,51.68
127,7.24,19.85,0.42,3.09,0.0,0.0,0.0,0.0,31.53,-0.0,-0.0,-0.0,0.0,0.0,4679.01,7.81,0.0,0.0,62.14
128,7.17,19.76,8.66,3.44,0.0,0.0,0.0,0.0,27.25,-0.0,-0.0,-0.0,0.0,0.0,4608.93,0.0,7.86,0.0,66.28
129,6.76,18.6,20.94,3.59,0.0,0.0,0.0,0.0,21.65,-0.0,-0.0,-0.0,0.0,0.0,4548.37,0.0,7.92,0.0,71.54
130,6.4,18.76,30.25,3.61,0.0,0.0,0.0,0.0,18.15,-0.0,-0.0,-0.0,0.0,0.0,4500.26,0.0,0.0,7.98,77.16
131,6.26,18.97,34.4,3.81,0.0,0.0,0.0,0.0,20.45,-0.0,-0.0,-0.0,0.0,0.0,4459.94,0.0,0.0,8.05,83.89
132,6.31,18.59,33.28,3.77,0.0,0.0,0.0,0.0,22.91,-0.0,-0.0,-0.0,0.0,0.0,4414.5,0.0,0.0,8.06,84.86
133,6.59,18.74,27.67,3.55,0.0,0.0,0.0,0.0,21.2,-0.0,-0.0,-0.0,0.0,0.0,4363.58,7.98,0.0,0.0,77.75
134,7.07,19.36,17.51,3.38,13.0,0.0,0.0,0.0,7.33,-0.0,-0.0,-0.0,0.0,0.0,4316.46,0.0,7.87,0.0,67.65
135,7.83,23.62,5.56,3.4,0.0,0.0,0.0,0.0,26.66,-0.0,-0.0,-0.0,0.0,0.0,4300.17,7.87,0.0,0.0,67.07
136,8.55,29.27,0.03,3.37,0.0,0.0,0.0,0.0,22.44,-0.0,-0.0,-0.0,0.0,0.0,4240.94,0.0,0.0,7.83,63.67
137,8.81,30.42,0.0,3.6,0.0,0.0,0.0,0.0,24.14,-0.0,-0.0,-0.0,0.0,0.0,4191.07,0.0,7.87,0.0,66.97
138,8.68,29.13,0.0,4.12,0.0,0.0,0.0,0.0,27.26,-0.0,-0.0,-0.0,0.0,0.0,4137.42,0.0,7.89,0.0,69.18
139,8.33,27.0,0.0,4.24,0.0,0.0,0.0,0.0,29.14,-0.0,-0.0,-0.0,0.0,0.0,4076.86,0.0,7.88,0.0,68.7
140,7.8,24.8,0.0,4.08,13.0,0.0,0.0,0.0,20.7,-0.0,-0.0,-0.0,0.0,0.0,4012.1,0.0,7.9,0.0,70.37
141,7.17,22.85,0.0,3.56,0.0,0.0,0.0,0.0,30.8,-0.0,-0.0,-0.0,0.0,0.0,3966.1,0.0,7.84,0.0,64.38
142,6.43,21.09,0.0,3.37,0.0,0.0,0.0,0.0,28.21,-0.0,-0.0,-0.0,0.0,0.0,3897.66,0.0,0.0,7.78,59.11
143,5.63,19.21,0.0,3.33,0.0,0.0,0.0,0.0,26.16,-0.0,-0.0,-0.0,0.0,0.0,3834.96,0.0,0.0,7.73,54.34
144,5.02,17.67,0.0,3.15,0.0,0.0,0.0,0.0,28.37,-0.0,-0.0,-0.0,0.0,0.0,3776.82,0.0,0.0,7.73,54.21
145,4.68,16.57,0.0,2.84,0.0,0.0,0.0,0.0,28.09,-0.0,-0.0,-0.0,0.0,0.0,3713.78,0.0,0.0,7.7,52.18
146,4.47,15.95,0.0,2.78,0.0,0.0,0.0,0.0,27.26,-0.0,-0.0,-0.0,0.0,0.0,3651.36,0.0,0.0,7.68,50.47
147,4.36,15.66,0.0,2.74,0.0,0.0,0.0,0.0,29.24,-0.0,-0.0,-0.0,0.0,0.0,3590.77,0.0,0.0,7.7,52.0
148,4.27,15.49,0.0,2.63,13.0,0.0,0.0,0.0,18.68,-0.0,-0.0,-0.0,0.0,0.0,3525.8,0.0,7.72,0.0,54.06
149,4.12,15.66,0.0,2.6,0.0,0.0,0.0,0.0,30.61,-0.0,-0.0,-0.0,0.0,0.0,3484.28,7.71,0.0,0.0,52.99
150,3.93,15.93,0.0,2.71,0.0,0.0,0.0,0.0,31.57,-0.0,-0.0,-0.0,0.0,0.0,3416.25,7.72,0.0,0.0,54.15
151,3.72,16.01,0.27,3.01,3.54,32.93,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,3346.1,0.0,7.78,0.0,59.48
152,3.52,15.31,6.65,3.32,4.0,32.93,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,3346.1,7.85,0.0,0.0,65.72
153,3.18,13.3,17.56,3.48,13.0,0.0,0.0,0.0,22.67,-0.0,-0.0,-0.0,0.0,0.0,3346.1,0.0,7.93,0.0,73.19
154,2.61,12.48,27.79,3.91,13.0,0.0,0.0,0.0,12.14,-0.0,-0.0,-0.0,0.0,0.0,3295.73,7.92,0.0,0.0,71.93
155,2.13,11.72,32.98,3.99,0.0,0.0,0.0,0.0,22.48,-0.0,-0.0,-0.0,0.0,0.0,3268.74,0.0,0.0,7.94,73.29
156,1.92,11.28,31.86,3.96,0.0,0.0,0.0,0.0,26.73,-0.0,-0.0,-0.0,0.0,0.0,3218.79,7.96,0.0,0.0,75.75
157,2.06,11.61,26.25,3.77,0.0,0.0,0.0,0.0,27.09,-0.0,-0.0,-0.0,0.0,0.0,3159.38,0.0,0.0,7.91,70.78
158,2.55,13.18,15.0,3.39,0.0,0.0,0.0,0.0,29.28,-0.0,-0.0,-0.0,0.0,0.0,3099.18,0.0,7.83,0.0,63.4
159,3.5,18.07,3.7,3.25,0.0,0.0,0.0,0.0,31.98,-0.0,-0.0,-0.0,0.0,0.0,3034.1,0.0,0.0,7.79,60.5
160,4.5,23.83,0.01,3.29,0.0,0.0,0.0,0.0,28.28,-0.0,-0.0,-0.0,0.0,0.0,2963.05,0.0,0.0,7.79,59.91
161,5.11,26.87,0.0,3.48,13.0,0.0,0.0,0.0,12.25,-0.0,-0.0,-0.0,0.0,0.0,2900.21,7.8,0.0,0.0,60.71
162,5.22,26.96,0.0,3.95,0.0,0.0,0.0,0.0,23.16,-0.0,-0.0,-0.0,0.0,0.0,2872.98,0.0,0.0,7.78,59.29
163,4.97,25.47,0.0,4.13,0.0,0.0,0.0,0.0,28.46,-0.0,-0.0,-0.0,0.0,0.0,2821.52,0.0,0.0,7.82,63.04
164,4.59,23.26,0.0,4.17,13.0,0.0,0.0,0.0,17.6,-0.0,-0.0,-0.0,0.0,0.0,2758.27,7.82,0.0,0.0,62.61
165,4.17,21.41,0.0,3.89,0.0,0.0,0.0,0.0,27.32,-0.0,-0.0,-0.0,0.0,0.0,2719.17,0.0,7.75,0.0,56.78
166,3.79,20.79,0.0,3.82,0.0,0.0,0.0,0.0,26.9,-0.0,-0.0,-0.0,0.0,0.0,2658.46,0.0,0.0,7.74,55.3
167,3.6,20.27,0.0,3.91,0.0,0.0,0.0,0.0,24.68,-0.0,-0.0,-0.0,0.0,0.0,2598.69,0.0,7.71,0.0,52.46
