hour,offshore,onshore,pv,river,lake,biogas,phs,battery,methanation,Storage phs,Storage battery,Storage methanation,Stored phs,Stored battery,Stored methanation,reserve phs,reserve battery,reserve lake,Electricity demand
13,10.22,41.21,25.23,1.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.54,37.68
14,10.35,40.76,14.91,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.5,0.0,0.0,33.45
15,10.48,41.62,4.27,1.27,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.46,0.0,30.52
16,10.59,42.29,0.0,1.25,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.47,0.0,0.0,30.67
17,10.63,42.33,0.0,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.49,0.0,0.0,32.41
18,10.57,41.68,0.0,1.45,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.51,0.0,34.3
19,10.38,40.74,0.0,1.82,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.57,0.0,40.5
20,10.17,39.16,0.0,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.55,38.59
21,9.88,37.8,0.0,1.5,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.47,30.79
22,9.51,36.71,0.0,1.47,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.45,0.0,29.36
23,9.05,35.14,0.0,1.39,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.45,0.0,0.0,29.08
24,8.69,33.74,0.0,1.31,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.44,0.0,28.16
25,8.41,32.86,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.42,26.33
26,8.11,32.04,0.0,1.1,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.41,0.0,0.0,25.19
27,7.88,31.22,0.0,1.15,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.39,0.0,23.86
28,7.59,31.07,0.0,1.16,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.37,22.27
29,7.17,30.31,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.38,0.0,22.76
30,6.58,28.58,0.0,1.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.41,0.0,25.3
31,5.89,26.48,1.26,1.18,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.43,27.28
32,5.1,23.15,12.5,1.23,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.47,0.0,0.0,30.83
33,3.99,19.26,26.35,1.33,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.5,0.0,0.0,33.3
34,2.86,17.86,41.06,1.43,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.52,0.0,35.33
35,2.11,18.18,50.02,1.5,0.0,0.0,0.0,0.0,0.0,-5.02,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.54,37.02
36,1.66,18.33,51.63,1.58,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-0.0,4.77,0.0,0.0,0.0,0.0,7.58,40.83
37,1.56,18.54,44.89,1.62,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-0.0,13.61,0.0,0.0,0.0,7.58,0.0,41.24
38,1.6,18.26,32.11,1.46,0.0,0.0,0.0,0.0,0.0,-9.3,-0.0,-0.0,22.44,0.0,0.0,0.0,7.54,0.0,36.93
39,1.73,19.49,10.85,1.43,0.0,0.0,0.0,0.0,0.0,-0.61,-0.0,-0.0,31.28,0.0,0.0,0.0,0.0,7.49,32.9
40,1.74,20.6,0.05,1.59,6.87,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,31.85,0.0,0.0,1.34,0.0,6.13,30.85
41,1.54,19.71,0.0,1.9,10.97,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,31.85,0.0,0.0,0.0,7.5,0.0,34.12
42,1.26,17.6,0.0,2.24,13.0,0.0,2.09,0.0,0.0,-0.0,-0.0,-0.0,31.85,0.0,0.0,7.21,0.31,0.0,36.18
43,1.01,15.32,0.0,2.49,13.0,0.0,7.43,-0.0,0.0,-0.0,-0.0,-0.0,29.53,0.0,0.0,1.87,5.69,0.0,39.26
44,0.86,13.39,0.0,2.43,13.0,0.0,8.17,0.0,0.0,-0.0,-0.0,-0.0,21.28,0.0,0.0,1.13,6.41,0.0,37.84
45,0.71,12.1,0.0,2.12,13.0,0.0,3.69,0.0,0.0,-0.0,-0.0,-0.0,12.2,0.0,0.0,0.0,7.48,0.0,31.62
46,0.55,11.31,0.0,1.93,13.0,0.0,3.3,-0.0,0.0,-0.0,-0.0,-0.0,8.1,0.0,0.0,0.0,7.46,0.0,30.09
47,0.47,11.1,0.0,1.93,13.0,0.0,2.65,-0.0,0.0,-0.0,-0.0,-0.0,4.44,0.0,0.0,6.65,0.8,0.0,29.15
48,0.46,11.21,0.0,1.9,13.0,0.0,1.35,-0.0,-0.0,-0.0,-0.0,-0.0,1.5,0.0,0.0,0.0,7.44,0.0,27.92
49,0.48,11.26,0.0,1.79,12.7,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.12,0.0,0.3,26.24
50,0.57,11.13,0.0,1.73,11.71,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.41,0.0,25.13
51,0.81,11.07,0.0,1.64,10.33,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.39,0.0,23.85
52,1.02,11.25,0.0,1.49,8.46,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.37,0.0,0.0,22.23
53,0.99,11.37,0.0,1.45,8.86,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.38,0.0,22.67
54,0.96,11.37,0.0,1.48,11.34,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,5.75,0.0,1.66,25.16
55,1.07,11.54,2.32,1.53,10.62,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,5.05,2.38,27.09
56,1.22,11.17,18.62,1.67,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.47,0.0,0.0,30.61
57,1.35,10.59,36.59,1.71,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.49,0.0,33.06
58,1.49,11.01,49.64,1.88,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.52,35.11
59,1.8,11.61,56.52,1.99,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.54,0.0,0.0,37.45
60,2.16,12.25,56.06,2.01,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.59,0.0,41.98
61,2.42,12.66,48.07,2.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.6,0.0,42.42
62,2.75,12.94,32.05,1.85,0.0,0.0,0.0,0.0,0.0,-1.22,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.55,38.14
63,3.39,14.48,10.87,1.71,3.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.16,0.0,0.0,0.0,7.5,0.0,33.45
64,4.0,16.01,0.07,1.72,8.89,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.16,0.0,0.0,3.35,0.0,4.11,30.68
65,4.35,16.65,0.0,1.9,11.05,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.16,0.0,0.0,0.0,5.55,1.95,33.95
66,4.52,17.12,0.0,2.21,13.0,0.0,0.0,0.0,0.0,-0.85,-0.0,-0.0,1.16,0.0,0.0,0.0,7.53,0.0,36.01
67,4.55,17.45,0.0,2.57,13.0,0.0,1.53,-0.0,-0.0,-0.0,-0.0,-0.0,1.97,0.0,0.0,7.56,0.0,0.0,39.1
68,4.43,17.49,0.0,2.56,13.0,0.0,0.24,-0.0,-0.0,-0.0,-0.0,-0.0,0.27,0.0,0.0,0.0,7.54,0.0,37.72
69,4.01,17.46,0.0,2.27,7.78,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,2.26,5.22,31.52
70,3.52,17.23,0.0,2.27,7.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.46,0.0,30.02
71,3.18,16.89,0.0,2.14,6.86,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.45,0.0,29.08
72,3.17,16.03,0.0,2.0,6.53,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.43,0.0,0.0,27.73
73,3.5,15.28,0.0,1.85,5.73,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.42,0.0,0.0,26.36
74,3.99,14.71,0.0,1.72,4.79,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.41,0.0,0.0,25.22
75,4.71,14.62,0.0,1.73,2.91,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.39,0.0,0.0,23.97
76,5.41,15.53,0.0,1.78,0.05,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.38,22.76
77,6.02,17.08,0.0,1.86,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.38,0.0,0.0,22.65
78,6.6,18.73,0.0,2.07,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.41,0.0,25.57
79,7.04,20.68,2.31,2.42,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.43,0.0,27.31
80,7.35,21.58,16.77,2.75,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.48,0.0,0.0,31.48
81,7.17,20.71,32.86,3.17,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.48,31.89
82,6.86,20.75,44.17,3.26,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.49,32.72
83,6.82,20.77,49.29,3.2,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.51,34.67
84,7.0,20.37,48.09,3.3,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.56,39.41
85,7.27,20.15,41.07,3.32,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.57,0.0,0.0,40.45
86,7.46,19.91,28.06,3.22,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.54,0.0,36.91
87,7.89,23.95,9.74,3.21,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.5,0.0,0.0,33.35
88,8.43,30.85,0.02,3.26,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.49,0.0,32.75
89,8.63,33.66,0.0,3.41,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.5,0.0,0.0,33.8
90,8.63,33.64,0.0,3.76,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.52,0.0,0.0,35.07
91,8.42,31.6,0.0,3.98,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.58,0.0,0.0,41.3
92,8.18,29.36,0.0,3.78,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.56,0.0,39.41
93,7.82,26.02,0.0,3.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.48,31.64
94,7.47,23.28,0.0,3.05,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.46,0.0,30.23
95,7.11,21.45,0.0,2.94,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.46,0.0,29.96
96,6.72,21.1,0.0,2.86,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.44,0.0,28.56
97,6.49,21.29,0.0,2.69,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.43,0.0,0.0,27.53
98,6.42,22.17,0.0,2.54,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.42,0.0,26.35
99,6.39,22.1,0.0,2.41,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.4,0.0,25.05
100,6.46,22.5,0.0,2.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.39,0.0,23.9
101,6.53,22.53,0.0,2.36,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.39,0.0,23.89
102,6.61,22.5,0.0,2.57,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.43,27.01
103,6.78,22.42,1.47,2.99,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.45,0.0,28.95
104,6.87,21.47,13.61,3.41,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.5,0.0,0.0,33.29
105,6.57,20.52,27.86,3.62,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.5,0.0,0.0,33.81
106,6.02,20.58,39.01,3.77,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.51,0.0,0.0,34.6
107,5.29,19.73,45.53,3.75,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.52,35.83
108,4.5,17.68,43.95,3.63,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.57,0.0,0.0,39.71
109,4.12,15.66,36.08,3.37,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.57,39.88
110,4.09,14.29,23.29,3.19,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.52,0.0,0.0,35.55
111,4.55,16.76,8.31,2.98,0.06,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.49,0.0,0.0,32.66
112,5.4,21.17,0.1,2.96,3.24,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.49,0.0,32.87
113,6.18,22.92,0.0,3.16,2.37,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.51,0.0,34.63
114,6.72,22.91,0.0,3.71,3.19,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.53,36.52
115,6.68,21.84,0.0,4.18,9.92,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,4.51,0.0,3.08,42.63
116,6.33,20.45,0.0,3.97,9.84,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,4.42,0.0,3.16,40.59
117,5.94,19.02,0.0,3.6,4.14,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.49,32.7
118,5.53,17.71,0.0,3.39,4.5,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.47,0.0,31.13
119,5.16,16.73,0.0,3.24,5.75,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.47,0.0,0.0,30.88
120,4.94,16.31,0.0,3.03,4.75,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.45,29.03
121,5.0,16.17,0.0,2.67,3.6,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.43,0.0,27.44
122,5.34,16.09,0.0,2.7,2.13,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.42,0.0,0.0,26.25
123,5.85,16.17,0.0,2.65,0.28,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.4,0.0,0.0,24.94
124,6.34,16.62,0.0,2.67,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.39,0.0,23.79
125,6.76,17.53,0.0,2.64,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.39,23.77
126,7.12,18.87,0.0,2.79,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.42,26.89
127,7.24,19.85,0.42,3.09,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.45,0.0,28.83
128,7.17,19.76,8.66,3.44,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.49,0.0,0.0,33.17
129,6.76,18.6,20.94,3.59,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.5,0.0,0.0,33.71
130,6.4,18.76,30.25,3.61,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.51,0.0,0.0,34.5
131,6.26,18.97,34.4,3.81,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.52,0.0,35.75
132,6.31,18.59,33.28,3.77,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.57,0.0,39.65
133,6.59,18.74,27.67,3.55,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.57,39.84
134,7.07,19.36,17.51,3.38,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.52,0.0,0.0,35.53
135,7.83,23.62,5.56,3.4,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.49,0.0,32.66
136,8.55,29.27,0.03,3.37,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.49,0.0,0.0,32.89
137,8.81,30.42,0.0,3.6,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.51,0.0,0.0,34.67
138,8.68,29.13,0.0,4.12,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.53,0.0,0.0,36.6
139,8.33,27.0,0.0,4.24,3.17,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.6,0.0,0.0,42.73
140,7.8,24.8,0.0,4.08,4.06,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.58,0.0,0.0,40.73
141,7.17,22.85,0.0,3.56,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.49,32.87
142,6.43,21.09,0.0,3.37,0.43,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.47,31.32
143,5.63,19.21,0.0,3.33,2.92,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.47,0.0,31.1
144,5.02,17.67,0.0,3.15,3.42,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.45,0.0,0.0,29.26
145,4.68,16.57,0.0,2.84,3.6,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.43,0.0,0.0,27.7
146,4.47,15.95,0.0,2.78,3.32,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.42,0.0,0.0,26.52
147,4.36,15.66,0.0,2.74,2.46,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.41,0.0,25.23
148,4.27,15.49,0.0,2.63,1.7,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.39,24.08
149,4.12,15.66,0.0,2.6,1.68,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.39,0.0,24.06
150,3.93,15.93,0.0,2.71,4.61,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.43,0.0,0.0,27.19
151,3.72,16.01,0.27,3.01,6.12,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.45,0.0,0.0,29.12
152,3.52,15.31,6.65,3.32,4.67,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.5,33.46
153,3.18,13.3,17.56,3.48,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.5,0.0,33.99
154,2.61,12.48,27.79,3.91,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.51,0.0,0.0,34.77
155,2.13,11.72,32.98,3.99,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.53,0.0,36.02
156,1.92,11.28,31.86,3.96,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.57,0.0,0.0,39.9
157,2.06,11.61,26.25,3.77,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.57,0.0,0.0,40.08
158,2.55,13.18,15.0,3.39,1.63,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.52,35.75
159,3.5,18.07,3.7,3.25,4.34,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.49,32.87
160,4.5,23.83,0.01,3.29,1.46,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.49,0.0,0.0,33.09
161,5.11,26.87,0.0,3.48,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.51,0.0,0.0,34.86
162,5.22,26.96,0.0,3.95,0.62,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.53,36.76
163,4.97,25.47,0.0,4.13,8.3,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.6,0.0,0.0,42.88
164,4.59,23.26,0.0,4.17,8.84,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.58,0.0,40.86
165,4.17,21.41,0.0,3.89,3.51,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,7.49,32.97
166,3.79,20.79,0.0,3.82,3.01,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.47,0.0,31.42
167,3.6,20.27,0.0,3.91,3.39,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,7.47,0.0,0.0,31.18
168,3.66,20.62,0.0,3.83,1.23,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,7.45,0.0,29.33
