,0
offshore,3.773605163362255
onshore,7.726182015246873
pv,4.64496014799405
phs,0.1044709159700119
battery,1.2579688690981663
biogas,1.2300000001183746
methanation,1.1603265405138208
lake,0.146225625
river,0.111375
