,0
offshore,3.381191245590454
onshore,7.863670227191636
pv,5.016548462314397
phs,0.1305461135068978
battery,1.8878747555258115
biogas,1.2299999998140494
methanation,1.2381424029594785
lake,0.146225625
river,0.111375
