,0
offshore,3.827990844559815
onshore,7.884019386521695
pv,4.432368342246521
phs,0.09437080266034929
battery,0.942886718609184
biogas,1.2299999997605926
methanation,1.1371391626323688
lake,0.146225625
river,0.111375
